target,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
3286.0,B,B,B,B,A,A,0.22,-0.12,0.6,,0.93,1.52,0.93,-0.42
3230.0,C,C,C,B,B,B,2.7,0.04,,,-0.23,1.04,0.78,-0.14
3503.0,C,A,C,A,A,B,1.6,0.37,,0.0,4.74,-0.39,2.23,0.47
3525.0,C,C,B,A,B,A,1.74,0.0,-0.54,0.88,2.02,1.29,1.48,0.72
3589.0,A,A,C,B,A,B,1.92,0.64,,7.57,-0.25,0.32,1.12,0.67
3022.0,A,A,C,A,A,A,1.24,0.25,,0.0,-0.23,4.6,0.97,-2.82
3560.0,C,C,A,B,B,B,0.75,0.93,1.26,0.06,0.61,-0.03,0.99,-2.97
3098.0,B,A,C,A,A,A,1.12,0.0,,,-0.21,1.58,1.28,-0.82
3007.0,B,B,A,B,A,A,-1.3,-0.56,,0.63,0.5,0.14,0.69,1.26
3357.0,B,A,C,B,B,B,0.56,-0.0,0.14,1.55,2.47,0.31,0.44,-0.78
3332.0,B,B,C,B,A,B,-1.08,0.27,,0.66,0.81,3.03,2.09,-0.2
3519.0,A,C,B,B,A,A,0.64,0.06,,0.27,9.07,-0.68,1.52,0.63
3070.0,,C,C,B,A,B,0.25,-0.3,-1.07,,-0.09,-0.79,0.41,-0.01
3304.0,B,A,C,B,A,B,0.12,0.17,0.78,0.02,-0.21,2.81,1.26,1.49
3261.0,C,B,C,B,A,A,1.35,-0.36,-0.72,5.1,-0.22,-3.21,1.53,-0.37
3276.0,B,A,B,A,A,B,0.91,0.12,-0.74,,1.52,-1.67,0.56,0.81
3246.0,B,C,B,B,A,A,1.63,-0.11,1.08,0.13,-0.12,-0.46,1.79,1.16
3123.0,A,A,B,B,B,B,0.97,0.02,-1.23,3.29,-0.21,0.69,0.13,-0.0
3309.0,B,B,C,A,B,A,0.86,0.02,,,0.05,0.74,0.99,-0.54
3345.0,A,C,B,B,A,A,0.41,0.06,,1.3,2.77,-1.04,1.5,-0.27
3143.0,,B,B,A,A,A,4.86,1.68,-0.65,2.4,0.02,0.36,0.45,0.62
3141.0,,A,B,B,A,B,-0.28,-0.44,0.54,0.49,1.15,1.9,0.24,2.89
3280.0,B,C,B,A,B,B,2.5,0.25,-1.44,0.05,1.62,-2.03,0.88,0.77
3434.0,B,B,C,B,A,B,2.23,-0.12,0.56,3.48,2.69,-1.02,0.44,1.28
3119.0,A,A,A,A,A,B,2.12,-1.03,0.08,,1.04,-0.05,0.66,1.51
3220.0,B,A,A,A,A,B,1.52,0.0,,1.41,3.36,2.81,0.28,-0.21
3805.0,B,C,C,B,B,B,2.71,0.11,1.79,10.22,-0.01,-0.87,1.68,2.57
3395.0,A,A,C,B,A,B,1.12,0.25,,0.17,0.91,0.38,0.61,-4.4
3730.0,C,B,C,B,A,A,3.85,0.05,,,10.89,-2.88,2.21,2.34
3230.0,A,C,C,A,B,B,1.37,0.0,0.57,0.03,-0.08,1.02,2.27,-0.55
3307.0,B,C,C,B,B,B,1.24,0.01,0.41,0.16,1.91,0.39,1.15,2.31
3284.0,A,B,C,B,B,A,2.82,1.27,2.63,0.17,-0.09,-1.16,1.34,-0.41
3386.0,B,B,C,B,A,B,0.44,0.67,0.65,,6.07,-2.25,0.09,0.09
3425.0,A,C,C,B,A,B,1.34,0.95,-0.75,2.16,2.32,-0.65,1.3,1.51
3381.0,A,C,C,A,B,A,0.35,0.05,-0.97,,6.75,0.17,0.54,-3.27
3179.0,B,A,C,A,A,B,0.22,-0.05,,0.23,-0.23,-0.78,1.35,-0.2
3178.0,A,C,A,B,A,B,-0.3,0.0,1.52,,1.0,1.21,1.48,-0.27
3730.0,C,B,C,B,A,B,3.18,3.68,,2.42,4.18,-0.49,0.72,0.15
3286.0,B,B,C,B,B,A,2.32,0.29,-1.45,,3.84,0.52,1.39,-0.43
3391.0,C,A,A,A,B,A,0.12,-0.01,,0.0,8.21,2.02,1.39,4.81
3170.0,C,C,A,B,A,A,-0.63,-0.03,2.34,0.07,1.14,1.41,0.28,-0.11
3618.0,B,B,C,B,B,A,2.59,2.43,,0.82,6.88,0.37,0.66,0.11
3266.0,A,A,C,B,B,B,0.89,0.15,,0.24,0.95,2.4,1.95,-0.94
3601.0,,C,A,B,A,B,1.22,0.01,,4.25,4.83,0.26,2.1,-0.37
3587.0,C,A,C,B,B,B,3.19,1.44,1.01,0.71,3.29,-2.79,1.66,0.84
3499.0,B,C,C,B,A,B,1.74,-0.08,1.45,2.81,1.32,-0.23,0.15,1.43
3251.0,B,B,B,B,A,B,0.96,-0.0,1.26,0.12,2.38,2.25,1.12,1.21
3278.0,A,C,B,A,A,B,-0.27,1.31,-0.4,0.8,2.11,-2.11,0.55,-2.3
3191.0,B,A,B,B,B,B,1.87,-0.36,-2.49,0.74,0.49,-1.13,2.08,2.42
3235.0,A,B,A,B,A,A,1.59,-0.2,,0.56,9.32,-0.84,0.45,0.01
3070.0,A,A,C,B,A,B,-1.95,-0.32,-0.31,,0.63,-0.28,0.27,0.66
3313.0,C,C,C,B,A,A,1.56,0.0,1.2,0.15,-0.18,0.07,1.26,0.17
3622.0,C,B,B,B,B,B,2.19,7.52,6.09,0.28,1.65,1.57,0.36,-1.25
3286.0,B,B,D,A,A,B,1.9,-0.04,,0.16,3.27,1.21,0.29,-2.47
3110.0,B,C,D,A,A,A,-0.53,-0.03,,0.15,-0.08,1.37,0.86,0.45
3567.0,C,C,C,B,A,B,2.13,3.06,1.94,,2.24,-1.93,0.29,-0.24
3054.0,,B,B,B,A,A,1.21,0.22,0.41,0.03,2.33,0.01,1.59,-0.83
3546.0,C,B,B,B,A,A,1.49,0.39,1.78,,4.87,-0.32,2.13,-2.76
3744.0,B,C,B,A,B,B,0.46,11.84,-2.07,2.34,0.02,0.85,0.86,-0.47
3218.0,B,B,C,A,A,B,1.19,0.22,1.13,0.65,-0.22,2.21,0.37,1.5
3272.0,C,A,C,A,B,A,0.77,-0.0,-0.56,0.01,0.27,0.5,2.62,3.64
3542.0,C,B,B,B,B,B,2.28,0.06,,0.72,3.1,-1.13,0.95,-1.27
3279.0,B,B,C,A,A,B,-0.32,0.02,0.95,,1.36,0.32,0.05,-0.1
3689.0,C,C,A,B,A,A,1.25,0.45,,0.96,11.41,-1.2,0.35,-0.88
3247.0,A,C,A,A,B,B,0.36,-0.01,,0.88,-0.24,1.52,2.12,0.56
3394.0,C,B,C,B,A,B,0.38,0.13,1.56,,2.51,-2.52,0.64,1.66
2928.0,B,B,C,B,B,A,1.28,0.02,-1.81,,-0.19,2.02,0.55,-0.79
3311.0,C,B,B,A,A,A,-0.98,0.02,-2.14,9.79,1.72,3.98,0.84,2.58
3371.0,C,A,A,B,A,A,-0.18,2.45,0.33,0.04,-0.15,-2.0,0.02,2.52
3188.0,A,A,C,A,B,B,0.9,-0.0,2.28,0.82,-0.24,2.32,0.34,-1.31
3635.0,C,C,A,B,A,A,2.35,5.04,,0.02,4.32,-3.17,0.56,0.65
3311.0,C,C,B,A,A,B,0.77,0.03,0.11,,-0.02,-1.29,0.73,1.26
3403.0,C,B,C,B,A,B,2.59,1.39,-0.28,4.15,2.76,-0.29,0.66,-0.79
3260.0,A,C,D,B,B,B,-0.35,0.25,-0.31,1.49,-0.02,2.01,0.84,-1.97
3478.0,C,C,A,B,B,B,-0.25,0.8,-0.54,,-0.18,-1.34,0.68,-1.75
3477.0,C,C,B,B,A,B,2.21,2.59,,0.12,-0.05,-0.47,0.14,1.41
3029.0,B,A,C,B,A,A,-0.25,-0.72,,,-0.2,0.95,1.64,6.72
3308.0,B,B,C,A,A,A,1.64,-0.11,0.05,,-0.24,-0.16,0.83,-1.56
3512.0,C,C,A,A,A,B,1.86,-0.0,2.7,3.85,-0.07,0.9,0.35,2.01
3086.0,B,C,B,B,A,A,-0.53,-0.31,,1.1,0.97,0.27,1.03,2.08
4027.0,C,B,B,B,A,A,2.2,20.73,-0.18,0.29,1.74,-1.34,0.43,-0.64
2872.0,B,A,D,B,A,A,1.17,0.02,,0.14,-0.14,0.95,0.06,0.54
3467.0,B,C,A,B,A,B,1.97,0.0,,5.61,1.5,2.63,1.32,-0.06
3131.0,B,C,A,A,A,A,2.13,0.12,0.44,0.99,1.01,-1.0,0.16,-1.25
3506.0,C,A,B,B,B,B,0.73,0.82,,0.36,2.69,0.72,2.01,2.71
3554.0,C,C,D,,A,A,0.44,0.08,1.55,4.67,2.08,2.01,0.79,1.27
3627.0,C,B,C,B,A,A,1.13,1.01,1.28,0.7,10.54,3.04,0.65,0.18
3277.0,A,B,A,B,B,B,-0.12,-0.02,0.5,0.72,-0.19,2.4,1.29,5.25
3391.0,,C,B,B,B,B,-0.01,-0.01,,1.09,1.28,-4.26,3.03,0.48
3245.0,A,B,B,B,B,B,1.04,-0.01,1.55,0.59,-0.14,-2.28,1.91,-0.45
3414.0,B,C,B,B,A,A,1.01,0.13,,1.42,1.22,0.76,0.97,-0.37
3397.0,A,C,B,B,B,A,-0.77,-0.03,1.6,1.91,0.09,-2.78,3.48,1.24
3660.0,C,C,B,,B,B,1.97,4.4,,5.74,1.0,-0.83,1.17,0.31
3554.0,C,B,C,B,B,B,2.06,0.0,1.95,0.0,2.32,0.79,2.17,0.8
3276.0,B,C,C,B,B,A,1.44,0.29,-1.92,,-0.24,-0.88,2.65,1.65
3132.0,,C,B,A,B,B,0.12,-0.02,-0.85,0.13,-0.24,3.71,0.53,2.53
3287.0,A,C,C,A,A,B,1.23,0.01,,0.09,4.78,-1.79,1.21,-2.95
3280.0,A,B,C,A,A,B,-0.17,-0.01,,6.19,0.32,2.83,0.92,1.36
3387.0,,C,B,B,A,B,-0.25,-0.16,1.06,,-0.24,-3.29,2.55,0.66
2970.0,B,B,D,A,A,B,0.52,0.0,,0.04,1.2,-0.75,0.04,-0.26
3265.0,B,C,C,B,A,B,2.92,2.21,1.96,0.04,-0.02,-0.07,1.23,-3.44
3153.0,,C,C,B,B,A,0.6,1.72,0.41,0.15,-0.07,0.95,0.57,-1.63
3602.0,,C,A,B,A,B,0.18,0.66,,2.5,3.04,-1.81,1.4,0.1
3438.0,C,A,D,B,A,B,-0.57,0.37,,,0.21,1.57,1.59,2.03
3037.0,C,B,C,A,A,A,-0.7,0.02,,0.61,0.88,0.47,1.27,-1.96
3168.0,C,A,B,B,B,A,-2.99,0.03,,,0.92,6.22,0.8,0.7
3440.0,C,B,B,A,B,B,1.95,-0.0,2.61,1.56,-0.0,2.68,1.41,1.46
3480.0,,B,C,B,A,B,0.85,-0.04,,2.76,-0.24,-2.24,3.44,1.01
3326.0,C,B,C,B,B,A,-0.17,0.07,,,0.58,-0.14,1.11,-1.21
3358.0,B,A,D,A,A,A,1.35,-0.0,,,5.15,0.38,0.62,-1.39
3261.0,C,C,B,A,A,B,1.31,-0.0,6.25,0.44,1.56,-0.18,0.11,1.74
3201.0,C,C,B,A,A,A,0.93,0.73,,,2.99,2.97,1.6,0.34
3395.0,,A,C,A,B,A,-0.12,0.0,,2.96,3.4,-0.09,1.69,1.82
3322.0,C,C,D,A,A,A,-1.05,0.21,,,0.15,2.24,0.08,-2.23
3223.0,B,C,D,A,A,B,-0.39,0.3,0.32,0.24,-0.22,-0.53,0.64,2.71
3203.0,,B,A,B,A,B,0.3,-0.05,2.0,0.05,0.63,-0.9,0.17,0.93
3550.0,C,C,C,A,A,A,2.22,1.16,0.34,0.0,1.26,-1.2,1.86,1.65
3212.0,B,A,C,,A,A,1.95,0.0,1.01,,0.57,-1.59,1.46,1.3
3397.0,B,C,A,,A,A,-0.18,0.0,1.71,0.0,2.56,0.29,2.73,0.71
3308.0,C,C,A,A,B,B,-0.29,-0.67,0.13,2.35,0.22,1.04,1.52,3.62
3151.0,,B,C,B,A,A,-1.55,-0.45,1.44,0.15,-0.03,1.3,1.0,-0.2
3147.0,B,C,A,B,A,A,1.59,0.07,,,0.93,-1.03,0.35,-0.68
3415.0,A,C,C,B,A,A,-0.53,0.46,,0.03,1.81,-2.02,1.59,-1.34
3150.0,A,A,A,B,A,B,0.81,-0.03,-0.08,0.03,0.69,0.06,1.2,0.84
3153.0,A,C,C,B,A,B,-0.91,0.0,,1.41,-0.05,-0.74,0.53,1.4
3315.0,B,B,C,B,A,A,0.4,2.25,,0.78,6.04,-1.0,1.13,-0.39
3339.0,C,A,D,B,A,A,0.09,0.34,0.33,0.16,4.95,1.12,0.11,-0.0
3084.0,A,B,C,A,A,B,0.28,-0.18,0.82,0.05,-0.24,2.06,1.99,0.37
3313.0,C,B,C,B,B,B,-0.0,-0.19,,0.21,0.56,-2.48,0.94,1.98
3276.0,C,A,C,B,A,A,1.12,-0.7,1.43,,0.31,-0.18,0.02,2.79
3346.0,,A,A,B,B,B,1.55,0.2,,0.07,1.24,0.48,0.3,1.77
3753.0,A,C,B,B,A,A,-1.08,-0.02,,2.37,5.89,-1.03,1.74,-0.99
3452.0,A,A,C,B,A,B,3.85,2.96,-0.3,,4.01,-0.8,0.22,-2.26
3486.0,C,C,C,A,A,A,0.15,0.01,1.59,4.13,0.31,1.47,0.2,-1.57
3739.0,C,C,A,B,B,B,1.3,9.37,,,2.73,-2.04,1.69,-0.49
3321.0,,C,B,B,A,B,1.52,-0.0,,0.6,4.0,-0.5,2.99,-0.2
3282.0,C,A,C,B,A,A,1.57,0.07,0.9,1.12,0.85,1.08,0.15,0.26
3230.0,B,C,C,A,A,B,1.64,0.01,-0.6,1.53,-0.19,-0.37,0.25,0.69
3559.0,C,A,C,B,B,A,0.03,0.11,,0.0,3.38,-0.41,3.05,2.05
3267.0,,C,B,A,B,B,0.58,-0.03,1.31,0.0,0.35,-1.57,3.66,-0.66
3190.0,B,B,C,B,A,A,0.99,0.42,2.42,0.06,2.06,-0.01,0.05,-1.25
3613.0,B,C,B,B,A,B,-0.89,-0.26,2.19,4.69,-0.22,-0.28,3.52,1.38
4554.0,A,B,B,B,A,B,0.29,1.96,5.51,19.2,7.3,3.74,0.34,0.4
3695.0,C,C,B,,B,B,3.07,7.19,-0.18,,-0.24,-1.43,1.18,0.32
2993.0,A,B,C,B,A,A,2.25,0.0,0.07,0.4,-0.24,-0.19,0.41,-0.61
3161.0,C,A,A,B,B,B,1.06,0.02,,,0.33,0.8,1.14,1.01
3317.0,C,C,B,B,A,A,0.13,0.0,,0.03,0.56,0.34,0.11,1.68
3404.0,C,C,A,B,B,B,-0.71,0.54,1.27,,0.54,0.12,0.09,0.36
3445.0,,A,C,B,A,B,-0.03,-0.03,0.17,0.3,8.04,-0.77,1.32,-0.95
3531.0,A,B,C,B,A,B,1.54,2.68,,2.4,-0.16,-0.83,1.49,0.24
3477.0,C,A,B,B,A,A,1.17,0.19,0.07,2.46,8.32,-1.68,0.68,0.08
3642.0,B,C,C,B,B,B,-0.3,0.01,2.6,0.76,0.04,-0.1,1.81,-0.15
3241.0,,B,B,B,B,A,1.84,0.78,1.01,0.25,0.07,0.97,0.64,-2.46
3216.0,B,C,C,B,B,A,-1.17,0.73,,0.6,1.83,-1.77,0.66,-1.11
3138.0,B,A,C,A,A,A,2.31,0.0,0.22,0.92,1.17,1.03,0.55,-0.19
3146.0,B,B,D,A,B,A,-0.13,-0.52,-0.49,1.23,-0.24,3.72,2.78,-0.24
3364.0,C,B,B,B,B,B,1.4,0.02,,0.47,-0.24,1.54,1.11,0.49
3314.0,C,A,D,B,A,A,0.95,0.18,-0.36,0.07,5.66,0.09,0.33,-0.91
3363.0,C,B,C,A,B,A,1.27,-0.3,,0.03,2.63,1.28,1.02,0.76
3499.0,C,C,A,A,A,B,2.4,-0.0,,4.07,-0.23,1.88,0.82,0.84
3112.0,C,C,B,A,A,B,1.95,0.27,1.18,,0.35,-1.57,0.12,-0.29
3145.0,,B,C,A,A,A,0.94,0.15,,0.16,2.07,1.4,0.28,1.2
3088.0,B,C,A,A,A,A,0.27,-1.87,0.1,0.51,3.78,0.89,0.78,3.2
3213.0,C,B,B,A,B,A,-0.04,0.03,,0.01,3.9,-1.01,2.34,1.96
3452.0,B,C,B,B,B,B,2.36,0.03,0.58,0.18,0.44,-0.96,0.27,1.7
3093.0,B,A,C,B,B,B,2.0,-0.0,,,1.34,-0.74,1.77,1.16
3256.0,B,C,C,B,A,B,3.07,0.06,-0.07,1.18,1.14,-0.84,0.74,0.06
2925.0,B,A,B,A,B,A,-1.3,-0.4,-0.42,1.09,-0.08,1.17,1.06,1.16
2972.0,A,A,C,,B,B,2.03,-2.33,,,0.57,-1.18,0.93,1.37
3161.0,A,C,B,B,A,B,1.62,-1.61,3.46,0.0,0.61,-0.93,0.86,-0.57
3317.0,C,C,B,B,A,A,0.68,-1.38,-0.3,0.48,-0.25,-0.68,0.33,0.05
3102.0,A,B,C,B,A,A,1.32,-0.01,1.94,,-0.22,0.25,0.33,1.39
3681.0,,A,A,B,B,A,0.52,0.23,0.76,11.27,-0.21,3.92,2.16,-0.57
3053.0,B,B,B,A,B,A,0.74,-0.0,-1.83,,0.89,0.85,0.86,0.82
3298.0,B,B,C,B,A,B,-0.14,1.44,,,0.28,2.31,2.04,-0.68
3223.0,,C,A,B,B,A,1.24,0.01,,0.8,0.3,-0.19,0.67,-2.62
3448.0,A,A,B,A,A,B,-0.12,1.82,2.6,2.26,2.2,-1.09,1.22,1.07
3152.0,B,B,C,A,A,B,1.96,-0.0,0.19,,-0.25,0.29,1.31,-0.94
3433.0,A,C,B,A,A,A,1.7,-0.01,-0.68,1.49,6.57,2.73,2.1,-1.2
3432.0,B,C,C,B,A,A,0.69,-0.1,,1.38,-0.25,0.89,2.58,1.01
3140.0,B,C,A,B,A,A,0.41,0.89,-2.3,0.02,3.52,1.68,0.56,-0.16
3393.0,C,A,C,,A,B,1.24,1.14,0.7,,-0.11,-0.63,2.01,-0.82
3162.0,B,B,A,B,A,A,0.67,-2.68,,,2.47,-0.51,0.34,2.85
3178.0,C,C,B,A,A,B,3.36,-0.07,,0.09,0.07,-0.58,0.33,3.77
3365.0,B,B,D,,B,B,-0.41,0.05,,0.0,1.0,0.34,2.28,0.22
3571.0,,B,C,B,A,B,2.28,2.82,1.86,,-0.14,-1.18,1.11,0.56
3252.0,B,B,C,B,A,A,-0.29,-0.06,0.14,2.68,3.07,1.68,0.92,-0.85
3444.0,C,A,D,A,B,B,-0.44,-0.25,,0.64,2.25,0.45,0.76,1.08
3651.0,,C,D,B,B,B,-0.03,5.57,,0.05,0.11,1.67,0.26,-2.98
3378.0,B,B,C,B,B,A,2.51,0.19,2.38,0.13,-0.14,-0.43,3.2,0.12
3386.0,C,A,C,A,B,A,2.14,1.47,,0.76,2.45,-0.09,1.58,-1.84
3256.0,C,B,C,A,B,A,2.01,-0.03,0.47,1.31,0.37,1.04,0.15,4.73
3319.0,B,B,B,A,A,B,0.83,0.59,-0.65,1.06,2.18,1.41,1.31,0.31
3010.0,A,A,B,B,B,B,2.36,0.15,,0.79,-0.08,-1.32,0.29,-0.11
3036.0,B,A,C,B,B,A,1.48,0.08,,0.15,1.17,-0.28,0.17,0.36
3293.0,C,B,C,B,A,A,1.89,0.48,0.89,0.05,3.22,0.67,1.69,-0.89
3528.0,C,B,C,B,A,B,0.47,0.04,-0.12,1.82,3.36,-0.91,1.12,1.99
3348.0,C,A,A,B,B,B,0.57,0.08,0.63,,1.14,1.38,2.01,0.8
3323.0,B,A,D,B,A,B,0.84,0.03,-0.87,,0.99,-0.79,2.02,0.28
3375.0,,C,B,B,B,A,0.19,0.06,1.78,0.24,0.38,0.12,2.87,-0.39
2940.0,B,C,B,B,B,A,-0.91,-0.02,-1.6,0.07,-0.25,0.87,1.93,1.3
3210.0,C,A,B,B,A,A,-0.06,-0.12,-0.32,0.32,2.45,-0.82,0.99,1.89
3512.0,,C,C,B,A,A,0.47,-0.02,0.87,0.61,4.75,0.47,0.56,1.17
3419.0,C,C,C,B,B,B,0.52,-0.01,,0.57,-0.16,0.21,2.05,1.38
3512.0,C,C,A,B,A,A,5.46,0.13,,2.08,1.93,-2.25,2.07,-1.13
3171.0,A,A,A,B,B,A,0.03,-0.8,1.63,1.0,-0.1,-0.01,1.23,1.22
3394.0,B,B,C,B,A,A,-0.62,0.0,2.34,1.76,-0.24,-0.31,0.89,-1.68
3182.0,B,A,C,A,B,A,0.13,-0.06,,0.94,-0.08,0.78,2.42,-1.7
3632.0,C,C,B,B,A,A,0.91,8.97,-0.76,0.05,1.36,-2.94,0.08,-1.3
3211.0,B,A,C,B,A,A,0.45,0.09,2.22,0.03,1.7,1.67,1.22,-2.52
3448.0,B,C,A,B,A,A,-0.49,0.01,1.34,,7.19,-2.77,0.38,1.4
3532.0,B,B,B,B,A,A,0.11,-0.02,2.66,0.86,2.87,-0.7,1.0,0.1
3272.0,B,A,C,B,B,B,-1.86,0.01,0.94,0.12,-0.13,1.41,1.51,-0.19
3320.0,C,C,C,B,A,A,0.11,-0.04,,1.27,0.23,-2.47,1.3,-0.09
3865.0,B,B,B,B,A,B,3.8,6.03,,,5.61,-1.16,0.65,-2.29
3251.0,A,C,A,A,B,B,1.17,0.01,-0.72,1.45,-0.17,1.38,1.72,2.63
3129.0,,A,B,B,B,B,0.79,-0.03,,,0.66,-0.88,0.72,-2.72
3250.0,A,A,D,B,A,B,-1.16,0.01,0.04,0.33,3.0,-2.13,1.71,-1.21
3161.0,C,A,A,A,A,B,1.55,0.26,,0.1,-0.19,2.06,1.77,1.69
3372.0,C,A,C,B,B,A,1.78,5.02,-0.05,0.0,1.49,-0.21,3.41,2.3
3212.0,B,C,B,B,A,A,0.31,0.29,1.5,,-0.24,-0.46,0.28,-2.02
3375.0,A,A,C,B,A,B,0.36,-0.42,1.97,3.25,0.12,-0.94,0.5,-3.51
3332.0,C,C,B,A,A,B,2.31,0.2,1.75,0.5,0.41,0.8,0.29,-1.66
3310.0,C,C,B,B,B,A,0.21,0.01,,1.08,0.29,-1.48,0.32,-0.15
3113.0,B,B,C,B,A,A,-0.44,0.7,,,0.5,-0.67,0.14,-0.35
3355.0,C,B,C,B,B,A,0.26,2.14,0.11,0.0,-0.11,1.4,0.62,-0.72
2970.0,A,B,C,B,A,A,-1.7,-0.28,,0.51,0.7,1.7,0.19,-0.49
3290.0,C,A,B,B,A,A,1.99,1.4,-0.8,,0.75,1.74,2.05,-0.9
3598.0,C,C,C,B,B,A,1.6,-0.0,1.71,4.2,0.25,2.5,2.29,1.56
3464.0,B,C,C,B,B,A,-0.53,0.0,1.64,5.77,-0.11,-0.32,2.38,-2.13
3162.0,B,C,A,B,A,B,0.73,0.01,-0.09,3.89,-0.1,-1.09,0.14,-1.41
3784.0,C,B,C,B,A,A,1.91,2.75,,0.93,11.1,-0.45,0.38,2.61
3205.0,B,C,B,A,B,B,1.63,0.06,,0.35,-0.2,-0.34,0.91,1.28
3551.0,B,C,B,B,A,A,1.22,3.92,-1.44,1.52,6.19,1.01,1.43,-5.18
4538.0,C,C,B,B,A,B,0.35,0.45,6.82,0.93,28.06,0.2,0.99,2.49
3285.0,A,C,A,B,A,B,0.96,0.11,0.35,0.0,1.22,-0.0,1.95,-0.78
3434.0,A,C,C,B,B,B,0.91,1.45,,2.48,-0.24,-1.52,1.05,-1.07
3054.0,A,B,D,B,A,A,-0.43,-1.3,0.75,1.71,1.15,-2.26,0.95,1.67
3220.0,B,B,C,B,B,A,-0.48,0.0,0.78,0.32,1.72,1.57,1.9,0.22
3365.0,C,C,B,B,A,A,0.93,1.69,1.38,0.11,3.02,-1.43,0.12,2.84
3175.0,C,B,C,A,B,B,1.55,0.23,0.24,,0.6,0.76,0.14,1.24
3514.0,C,B,C,B,A,A,1.21,0.0,0.95,0.05,8.58,0.88,1.14,-0.13
3697.0,C,C,A,B,A,B,1.68,-0.0,,1.92,1.67,-0.2,1.63,0.78
3071.0,C,C,A,A,A,A,2.58,0.0,0.55,0.06,0.17,1.38,2.6,-0.39
3166.0,B,B,C,B,B,B,2.56,0.15,-1.33,0.01,0.92,-1.45,0.58,-1.15
3114.0,B,C,B,A,A,B,-0.01,-0.09,-0.46,,0.87,0.17,2.39,0.42
3196.0,C,C,C,B,B,A,-3.67,-0.0,,3.13,0.57,1.37,1.31,-0.18
3293.0,B,C,A,A,A,A,1.79,-0.43,,0.82,2.22,2.89,2.4,-0.05
3066.0,A,B,C,B,B,A,1.61,0.64,,,0.02,-0.71,1.74,-2.19
4068.0,B,C,A,B,A,B,0.23,2.7,-1.08,,11.19,-0.28,2.32,0.04
3466.0,B,C,B,,A,B,2.56,0.03,,0.11,3.79,0.29,1.05,-2.51
3102.0,A,B,B,B,A,B,-0.54,-0.22,0.97,,-0.2,1.76,0.89,1.72
3121.0,C,B,C,A,B,A,1.04,-0.01,,0.22,1.68,1.91,0.14,1.37
3133.0,C,B,D,B,A,A,1.39,0.4,0.3,1.01,0.53,1.84,0.11,-0.02
3556.0,,C,C,B,B,B,-0.23,4.47,-2.66,,1.18,-0.09,0.82,0.72
3442.0,C,A,C,B,A,B,0.42,0.8,4.01,0.38,-0.09,1.65,0.46,1.27
3494.0,C,C,D,B,A,B,1.38,0.96,2.7,1.16,0.15,-0.25,0.19,0.74
3205.0,B,B,C,A,A,B,-0.25,0.27,-0.47,0.12,-0.23,4.49,1.44,-0.66
3343.0,A,C,B,B,A,A,1.26,-0.25,0.94,,1.32,0.1,0.75,0.79
3284.0,,A,B,B,A,A,-2.16,0.06,,0.42,1.59,0.41,1.16,0.03
3694.0,A,C,C,A,B,B,1.03,0.02,,4.76,-0.2,-1.33,3.11,-3.46
3347.0,,B,C,B,B,B,0.56,-0.07,-1.56,5.06,1.32,3.1,0.25,3.2
3397.0,C,C,B,A,A,A,2.23,0.02,-0.62,1.64,0.1,0.72,0.38,0.02
3068.0,B,B,C,B,B,A,0.86,0.05,-2.56,0.36,-0.22,3.07,1.04,-0.04
3391.0,,C,D,A,B,B,0.72,-0.01,0.53,0.04,3.17,-1.49,0.71,1.29
3169.0,B,B,D,B,A,A,0.28,0.53,1.27,0.29,0.82,1.11,1.01,0.72
3238.0,A,C,C,B,A,B,0.42,-0.03,0.59,0.07,0.36,1.49,1.68,0.47
3202.0,A,C,C,A,B,B,1.7,2.33,6.57,,-0.25,-3.37,0.81,-0.09
3187.0,A,B,A,B,B,A,0.05,0.0,,,1.6,0.2,1.57,-1.38
2966.0,B,B,C,A,A,A,0.71,2.0,,0.1,0.16,-1.77,0.2,-0.47
3052.0,C,B,A,,A,B,-0.41,0.0,,0.06,-0.21,0.63,0.37,0.45
3244.0,C,A,D,B,A,A,0.21,-0.14,2.4,0.01,1.37,-1.22,2.0,1.46
3133.0,,B,C,B,A,A,0.56,-0.22,-0.94,,0.87,0.81,0.57,1.19
3484.0,C,C,B,A,A,B,-0.44,0.0,1.18,1.64,5.39,-0.74,0.09,1.24
3242.0,A,C,D,B,A,B,0.37,0.01,1.11,0.07,2.69,-2.71,1.32,-1.78
3332.0,,B,C,,A,B,-1.28,0.2,1.66,0.63,-0.24,1.2,1.44,0.21
3134.0,A,C,D,B,A,B,1.21,0.16,0.15,0.77,-0.22,-0.55,0.29,-2.01
3155.0,,A,A,A,B,A,-0.51,0.25,1.61,0.57,0.01,0.37,2.83,-1.49
3310.0,A,C,C,,A,B,0.47,0.25,,2.55,-0.25,-2.27,0.78,-0.46
3153.0,A,C,A,B,A,B,0.69,-1.0,-1.17,0.56,-0.24,-3.22,0.43,0.15
3169.0,,B,B,B,A,A,-1.04,-0.23,0.75,2.15,-0.02,2.21,0.49,1.43
3230.0,C,C,C,B,B,A,1.04,0.32,0.26,,-0.21,-0.39,1.55,1.64
3263.0,C,B,C,B,A,A,-0.52,-0.09,-0.16,0.13,0.45,0.88,2.29,5.13
3130.0,A,C,B,,B,A,-1.08,0.2,0.75,0.19,0.11,0.82,2.15,-0.35
